;id_res;id_vig;t;vig_rating_live;vig_rating_work;vig_rating_social_ben;vig_gender;vig_origin;vig_reason;vig_qualific;vig_language;vig_religion;res_gender;res_educ_cat1;res_religious_denom;res_migr_friends;res_eastgerman;res_age;res_empl;weight
76;05BO5A;11.0;first;7.0;7.0;2.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Female;High;Christian;None;No;30.0;Full-time employed;0.7464082
77;05BO5A;11.0;second;7.0;7.0;6.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Female;High;Christian;Few;No;31.0;Full-time employed;0.7464082
78;05BO5A;12.0;first;3.0;5.0;2.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Female;High;Christian;None;No;30.0;Full-time employed;0.7464082
79;05BO5A;12.0;second;4.0;4.0;3.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Female;High;Christian;Few;No;31.0;Full-time employed;0.7464082
80;05BO5A;13.0;first;5.0;7.0;2.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;None;No;30.0;Full-time employed;0.7464082
81;05BO5A;13.0;second;6.0;6.0;3.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;Few;No;31.0;Full-time employed;0.7464082
82;05BO5A;14.0;first;6.0;6.0;2.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;None;No;30.0;Full-time employed;0.7464082
83;05BO5A;14.0;second;7.0;7.0;6.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;Few;No;31.0;Full-time employed;0.7464082
84;0709TC;1.0;first;5.0;5.0;5.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
85;0709TC;1.0;second;3.0;3.0;2.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
86;0709TC;2.0;first;6.0;6.0;6.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
87;0709TC;2.0;second;4.0;4.0;3.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
88;0709TC;3.0;first;5.0;5.0;5.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
89;0709TC;3.0;second;5.0;5.0;4.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
90;0709TC;4.0;first;6.0;6.0;6.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
91;0709TC;4.0;second;5.0;5.0;5.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
92;0709TC;5.0;first;5.0;5.0;5.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
93;0709TC;5.0;second;2.0;2.0;2.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
94;0709TC;6.0;first;5.0;5.0;5.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
95;0709TC;6.0;second;5.0;5.0;3.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
96;0709TC;7.0;first;4.0;4.0;4.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
97;0709TC;7.0;second;3.0;3.0;2.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
98;0709TC;8.0;first;6.0;6.0;6.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
99;0709TC;8.0;second;4.0;4.0;3.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
100;0709TC;9.0;first;6.0;6.0;6.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
101;0709TC;9.0;second;4.0;4.0;3.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
102;0709TC;10.0;first;5.0;5.0;5.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
103;0709TC;10.0;second;4.0;4.0;4.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
104;0709TC;11.0;first;6.0;5.0;5.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
105;0709TC;11.0;second;4.0;4.0;3.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
106;0709TC;12.0;first;4.0;5.0;3.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
107;0709TC;12.0;second;2.0;2.0;2.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
108;0709TC;13.0;first;4.0;4.0;4.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
109;0709TC;13.0;second;2.0;2.0;2.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
110;0709TC;14.0;first;4.0;4.0;4.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;Medium;Christian;Few;No;50.0;Full-time employed;0.20768847
111;0709TC;14.0;second;2.0;2.0;2.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;Medium;Christian;None;No;51.0;Full-time employed;0.20768847
112;08RTET;1.0;first;5.0;7.0;3.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
113;08RTET;1.0;second;1.0;6.0;1.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
114;08RTET;2.0;first;7.0;7.0;4.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
115;08RTET;2.0;second;3.0;6.0;2.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
116;08RTET;3.0;first;7.0;7.0;3.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
117;08RTET;3.0;second;3.0;7.0;1.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
118;08RTET;4.0;first;7.0;7.0;3.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
119;08RTET;4.0;second;1.0;6.0;1.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
120;08RTET;5.0;first;5.0;7.0;2.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
121;08RTET;5.0;second;1.0;6.0;1.0;Male;France;Better Life, no Prospective Job;High ('Hochschulabschluss');Low;Muslim;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
122;08RTET;6.0;first;7.0;7.0;4.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
123;08RTET;6.0;second;2.0;6.0;1.0;Male;Kenya;Political Persecution;Low ('geringqualifiziert');High;Muslim;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
124;08RTET;7.0;first;6.0;7.0;3.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
125;08RTET;7.0;second;2.0;6.0;1.0;Male;Kenya;Prospective Job;Low ('geringqualifiziert');Low;Christ;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
126;08RTET;8.0;first;7.0;7.0;4.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
127;08RTET;8.0;second;6.0;6.0;2.0;Male;Lebanon;Political Persecution;Low ('geringqualifiziert');Low;Not religious;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
128;08RTET;9.0;first;7.0;7.0;4.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
129;08RTET;9.0;second;5.0;6.0;2.0;Female;Kenya;Political Persecution;High ('Hochschulabschluss');Low;Christ;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
130;08RTET;10.0;first;7.0;7.0;3.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
131;08RTET;10.0;second;2.0;6.0;1.0;Female;Kenya;Prospective Job;High ('Hochschulabschluss');Low;Not religious;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
132;08RTET;11.0;first;7.0;7.0;3.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
133;08RTET;11.0;second;2.0;6.0;1.0;Female;France;Prospective Job;Low ('geringqualifiziert');High;Christ;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
134;08RTET;12.0;first;5.0;7.0;3.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
135;08RTET;12.0;second;1.0;6.0;1.0;Female;Kenya;Better Life, no Prospective Job;Low ('geringqualifiziert');High;Not religious;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
136;08RTET;13.0;first;5.0;7.0;3.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
137;08RTET;13.0;second;1.0;6.0;1.0;Female;France;Better Life, no Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
138;08RTET;14.0;first;5.0;7.0;3.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;Many;No;54.0;Not in labor force;10.660.893
139;08RTET;14.0;second;1.0;5.0;1.0;Female;Lebanon;Prospective Job;Low ('geringqualifiziert');Low;Muslim;Female;High;Christian;Few;No;55.0;Not in labor force;10.660.893
140;0ACP2Q;1.0;first;1.0;1.0;1.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Male;High;None;Some;No;70.0;Part-time employed;11.440.729
141;0ACP2Q;1.0;second;1.0;1.0;1.0;Male;Lebanon;Better Life, no Prospective Job;High ('Hochschulabschluss');High;Christ;Male;High;None;None;No;71.0;Not in labor force;11.440.729
142;0ACP2Q;2.0;first;3.0;2.0;1.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Male;High;None;Some;No;70.0;Part-time employed;11.440.729
143;0ACP2Q;2.0;second;1.0;3.0;1.0;Female;Lebanon;Political Persecution;High ('Hochschulabschluss');High;Muslim;Male;High;None;None;No;71.0;Not in labor force;11.440.729
144;0ACP2Q;3.0;first;5.0;6.0;2.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Male;High;None;Some;No;70.0;Part-time employed;11.440.729
145;0ACP2Q;3.0;second;5.0;5.0;1.0;Male;France;Prospective Job;High ('Hochschulabschluss');High;Not religious;Male;High;None;None;No;71.0;Not in labor force;11.440.729
146;0ACP2Q;4.0;first;4.0;4.0;1.0;Male;Kenya;Prospective Job;High ('Hochschulabschluss');High;Muslim;Male;High;None;Some;No;70.0;Part-time employed;11.440.729
